gender,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
male,blue,blonde,very_light,wide,long,square,prominent,high,medium,wide,narrow,flat,medium,wide,large,hooded,medium,slight,full,narrow,deep,wavy,medium,rounded,extensive,burns_easily,large,free,0.8457372304346297,SYNTH_009623
male,green,brown,light,medium,short,square,medium,medium,small,medium,medium,medium,medium,wide,large,almond,medium,flat,thin,wide,deep,wavy,thick,rounded,some,tans_gradually,medium,free,0.8315317507724755,SYNTH_009624
male,brown,brown,light,medium,long,square,medium,medium,medium,medium,wide,high,medium,close,medium,almond,medium,slight,very_full,medium,medium,straight,medium,widow_peak,extensive,tans_gradually,medium,free,0.8658120034368031,SYNTH_009625
female,green,brown,very_light,medium,medium,oval,receding,high,large,medium,wide,flat,wide,wide,medium,round,medium,flat,thin,wide,medium,wavy,thick,widow_peak,extensive,never_burns,medium,free,0.836725555146608,SYNTH_009626
male,green,brown,very_light,narrow,medium,square,prominent,medium,large,medium,wide,medium,medium,close,large,round,thick,high,thin,medium,deep,curly,medium,rounded,none,tans_gradually,medium,attached,0.8188926238722862,SYNTH_009627
female,blue,brown,very_light,medium,short,oval,medium,medium,medium,wide,medium,high,medium,normal,medium,hooded,medium,flat,very_full,narrow,deep,wavy,medium,straight,some,burns_easily,small,attached,0.8170711302475139,SYNTH_009628
female,blue,brown,light,wide,medium,square,medium,medium,large,medium,medium,high,medium,normal,medium,almond,thick,high,very_full,narrow,deep,straight,fine,rounded,extensive,tans_gradually,medium,free,0.8850377610392401,SYNTH_009629
male,blue,brown,dark,medium,short,square,medium,high,medium,medium,medium,flat,medium,normal,large,round,medium,slight,very_full,medium,deep,straight,medium,rounded,none,burns_easily,medium,attached,0.8420317483302816,SYNTH_009630
male,brown,brown,very_light,medium,long,square,prominent,low,medium,medium,narrow,high,narrow,wide,small,round,medium,high,very_full,medium,deep,straight,fine,widow_peak,extensive,burns_easily,large,free,0.8540434400227326,SYNTH_009631
male,blue,brown,very_light,medium,long,square,medium,medium,medium,medium,medium,flat,wide,normal,medium,round,thick,slight,thin,medium,deep,curly,medium,widow_peak,extensive,tans_gradually,small,free,0.854918062886755,SYNTH_009632
female,green,blonde,light,medium,medium,square,medium,medium,large,wide,wide,medium,wide,normal,medium,round,thick,slight,full,medium,deep,curly,medium,rounded,extensive,tans_gradually,large,attached,0.8800703459954046,SYNTH_009633
female,green,black,very_light,medium,long,square,medium,low,medium,medium,narrow,high,medium,normal,small,round,thick,slight,very_full,medium,deep,straight,medium,widow_peak,some,tans_gradually,medium,free,0.8979550114210537,SYNTH_009634
female,green,black,very_light,medium,long,square,prominent,medium,large,wide,wide,high,medium,normal,medium,round,thick,slight,very_full,narrow,medium,wavy,medium,straight,some,burns_easily,large,free,0.8355851873724424,SYNTH_009635
female,blue,brown,light,wide,medium,narrow,medium,low,medium,wide,medium,flat,medium,normal,large,almond,thick,slight,very_full,wide,deep,wavy,medium,straight,some,never_burns,medium,attached,0.8006910068169776,SYNTH_009636
male,blue,brown,very_light,wide,medium,square,medium,high,medium,medium,medium,medium,wide,wide,medium,round,medium,slight,very_full,medium,medium,straight,medium,widow_peak,extensive,never_burns,medium,free,0.8346575435876559,SYNTH_009637
female,green,black,light,narrow,medium,square,prominent,low,small,wide,medium,high,wide,wide,medium,hooded,thick,slight,full,wide,deep,wavy,thick,rounded,none,burns_easily,large,attached,0.8104688742923676,SYNTH_009638
female,green,brown,very_light,wide,medium,oval,medium,low,medium,medium,medium,high,medium,wide,medium,almond,thick,slight,very_full,medium,deep,straight,thick,rounded,some,tans_gradually,small,attached,0.8411074599968967,SYNTH_009639
male,green,brown,light,medium,medium,oval,receding,medium,large,wide,medium,medium,medium,normal,medium,round,thick,high,very_full,medium,deep,curly,medium,rounded,extensive,never_burns,small,attached,0.8043138271537139,SYNTH_009640
male,blue,blonde,light,narrow,medium,square,prominent,medium,large,medium,medium,medium,medium,close,large,almond,medium,slight,thin,wide,deep,straight,thick,rounded,extensive,tans_gradually,large,attached,0.8833541966476763,SYNTH_009641
male,green,brown,light,medium,medium,square,medium,medium,large,medium,wide,high,medium,wide,medium,round,thick,slight,very_full,wide,deep,straight,medium,widow_peak,some,tans_gradually,large,free,0.8445126582745219,SYNTH_009642
female,blue,black,very_light,wide,long,square,receding,medium,medium,wide,medium,high,narrow,normal,medium,almond,medium,slight,thin,medium,deep,straight,medium,widow_peak,none,never_burns,large,free,0.8470176788986109,SYNTH_009643
male,green,blonde,very_light,medium,medium,square,medium,medium,small,medium,wide,high,narrow,wide,large,round,medium,slight,full,narrow,deep,wavy,medium,widow_peak,extensive,tans_gradually,medium,free,0.8900356939306773,SYNTH_009644
female,green,brown,very_light,medium,long,oval,medium,low,small,narrow,wide,medium,wide,normal,medium,almond,thick,slight,thin,medium,medium,wavy,medium,straight,some,never_burns,medium,free,0.8522934335888853,SYNTH_009645
female,green,brown,light,wide,long,oval,medium,medium,large,medium,wide,high,narrow,close,large,hooded,thick,slight,very_full,narrow,deep,straight,medium,rounded,some,tans_gradually,small,free,0.8482709998548776,SYNTH_009646
female,blue,blonde,very_light,wide,long,square,prominent,medium,large,narrow,wide,medium,medium,wide,large,almond,medium,high,very_full,medium,deep,curly,medium,widow_peak,extensive,tans_gradually,medium,free,0.8444324421213365,SYNTH_009647
male,blue,brown,light,narrow,long,oval,prominent,high,small,medium,medium,high,medium,close,medium,round,thin,high,full,medium,deep,wavy,thick,straight,extensive,never_burns,medium,free,0.828137798900772,SYNTH_009648
male,blue,brown,light,narrow,medium,square,prominent,medium,large,medium,medium,high,medium,normal,large,round,medium,high,thin,narrow,deep,straight,medium,rounded,some,tans_gradually,small,free,0.827693411947079,SYNTH_009649
male,blue,black,very_light,medium,medium,square,prominent,medium,large,wide,medium,medium,narrow,wide,large,round,thick,flat,full,medium,deep,wavy,thick,rounded,some,never_burns,large,attached,0.8631284837435461,SYNTH_009650
male,blue,black,very_light,medium,medium,square,receding,medium,medium,narrow,narrow,medium,wide,normal,medium,round,medium,slight,full,wide,deep,wavy,medium,rounded,some,burns_easily,medium,free,0.8297189450646867,SYNTH_009651
male,green,brown,very_light,wide,medium,square,medium,high,large,wide,medium,medium,medium,close,large,almond,medium,slight,very_full,medium,deep,curly,thick,rounded,some,tans_gradually,medium,attached,0.8567055135587122,SYNTH_009652
female,green,black,very_light,wide,long,square,prominent,medium,medium,medium,medium,flat,wide,wide,medium,hooded,medium,flat,thin,medium,deep,wavy,medium,rounded,extensive,tans_gradually,small,attached,0.8517331655566587,SYNTH_009653
male,green,brown,very_light,medium,long,square,medium,medium,large,medium,wide,medium,narrow,normal,small,round,thick,high,full,medium,medium,straight,medium,rounded,none,burns_easily,large,free,0.8699908025743106,SYNTH_009654
male,green,blonde,very_light,medium,medium,oval,medium,low,large,medium,wide,flat,medium,normal,large,almond,medium,slight,full,wide,deep,straight,medium,widow_peak,some,tans_gradually,small,attached,0.8628229734848741,SYNTH_009655
male,green,brown,light,wide,long,square,prominent,high,medium,medium,medium,high,wide,close,large,round,medium,slight,thin,medium,deep,wavy,medium,rounded,extensive,never_burns,large,free,0.8693002363099739,SYNTH_009656
male,brown,brown,very_light,medium,long,square,medium,medium,medium,wide,medium,medium,medium,normal,medium,hooded,thick,slight,very_full,narrow,deep,wavy,fine,rounded,extensive,never_burns,medium,free,0.8612732406396896,SYNTH_009657
female,blue,black,light,medium,long,oval,medium,medium,medium,medium,wide,flat,medium,normal,medium,almond,medium,slight,very_full,medium,deep,straight,thick,widow_peak,some,burns_easily,large,attached,0.8266205397106422,SYNTH_009658
female,green,brown,very_light,narrow,medium,square,medium,high,large,wide,wide,medium,wide,close,large,almond,medium,high,very_full,medium,deep,wavy,medium,rounded,extensive,burns_easily,medium,attached,0.8422752186526378,SYNTH_009659
female,green,brown,light,medium,long,square,prominent,low,large,wide,narrow,high,wide,wide,medium,almond,thick,slight,very_full,wide,shallow,straight,medium,widow_peak,some,never_burns,large,free,0.8385044198306864,SYNTH_009660
female,blue,brown,very_light,medium,long,square,medium,medium,large,wide,wide,medium,medium,normal,medium,almond,thick,high,full,medium,medium,straight,medium,rounded,none,burns_easily,medium,free,0.8572021956158528,SYNTH_009661
female,green,brown,light,medium,short,square,medium,medium,large,medium,wide,medium,medium,wide,small,round,medium,high,very_full,wide,deep,wavy,thick,widow_peak,some,tans_gradually,medium,free,0.7990445063106225,SYNTH_009662
female,green,blonde,very_light,wide,long,square,medium,medium,small,medium,medium,flat,medium,normal,large,round,thick,slight,full,wide,shallow,wavy,medium,rounded,some,tans_gradually,medium,free,0.8463371618862806,SYNTH_009663
female,green,blonde,light,narrow,medium,square,medium,high,medium,medium,narrow,flat,medium,normal,small,almond,medium,high,very_full,medium,deep,wavy,fine,rounded,some,never_burns,medium,free,0.8131861024194318,SYNTH_009664
female,green,brown,very_light,wide,medium,square,prominent,high,medium,narrow,medium,flat,medium,wide,medium,round,medium,slight,full,medium,deep,wavy,fine,rounded,some,tans_gradually,medium,attached,0.837255839603923,SYNTH_009665
male,green,brown,light,wide,medium,square,medium,medium,large,wide,medium,high,narrow,normal,medium,round,thick,slight,very_full,narrow,medium,wavy,medium,straight,some,never_burns,large,attached,0.8464342305461497,SYNTH_009666
female,green,brown,very_light,medium,long,square,medium,medium,large,narrow,medium,medium,narrow,normal,medium,round,thin,flat,very_full,medium,deep,curly,fine,straight,some,never_burns,small,free,0.858197560687392,SYNTH_009667
female,blue,brown,dark,medium,long,square,medium,low,medium,wide,medium,flat,narrow,normal,medium,round,thin,slight,full,wide,deep,straight,thick,widow_peak,none,tans_gradually,medium,attached,0.8404324704152142,SYNTH_009668
female,blue,auburn,light,medium,medium,square,prominent,medium,medium,narrow,medium,medium,narrow,normal,medium,almond,thick,high,very_full,medium,deep,straight,medium,widow_peak,some,tans_gradually,medium,attached,0.8362499053735342,SYNTH_009669
male,green,brown,light,wide,medium,oval,medium,low,small,narrow,wide,flat,wide,close,large,round,medium,flat,very_full,narrow,deep,wavy,medium,rounded,some,never_burns,small,free,0.8380359153562654,SYNTH_009670
male,green,blonde,very_light,medium,long,square,medium,medium,small,medium,medium,high,wide,normal,large,round,thick,slight,full,narrow,medium,straight,medium,rounded,some,tans_gradually,small,attached,0.8470362655682514,SYNTH_009671
female,brown,brown,very_light,medium,short,square,prominent,high,large,narrow,wide,high,medium,wide,medium,round,medium,slight,very_full,medium,deep,wavy,medium,widow_peak,some,burns_easily,small,free,0.8919666799366048,SYNTH_009672
female,blue,brown,dark,medium,medium,square,prominent,high,medium,wide,medium,flat,medium,close,medium,hooded,thick,high,full,narrow,deep,straight,medium,rounded,some,tans_gradually,large,free,0.8204360733696369,SYNTH_009673
female,green,brown,very_light,medium,long,oval,receding,high,medium,wide,narrow,high,narrow,wide,medium,almond,medium,high,thin,medium,deep,curly,medium,rounded,some,never_burns,large,attached,0.8250389420486796,SYNTH_009674
male,blue,black,very_light,medium,long,square,receding,low,medium,medium,narrow,high,medium,normal,medium,round,thick,high,very_full,medium,deep,wavy,thick,rounded,some,tans_gradually,medium,free,0.8514210299061772,SYNTH_009675
male,blue,brown,very_light,wide,short,oval,receding,medium,large,medium,wide,high,medium,wide,large,round,thin,high,full,medium,deep,wavy,fine,rounded,some,never_burns,medium,free,0.8657374652136146,SYNTH_009676
male,brown,brown,dark,wide,short,square,medium,medium,medium,wide,wide,medium,wide,normal,large,hooded,thick,high,very_full,wide,deep,wavy,fine,rounded,some,tans_gradually,small,free,0.8614075271045565,SYNTH_009677
female,green,brown,light,medium,medium,square,receding,high,small,medium,medium,high,medium,close,small,round,medium,slight,very_full,wide,medium,wavy,thick,widow_peak,some,tans_gradually,medium,attached,0.8656914124127241,SYNTH_009678
female,brown,blonde,very_light,medium,medium,square,prominent,high,medium,medium,narrow,high,medium,wide,medium,hooded,medium,slight,very_full,medium,deep,straight,fine,rounded,some,tans_gradually,medium,free,0.821689503779976,SYNTH_009679
male,green,black,very_light,wide,long,square,medium,high,medium,medium,medium,medium,medium,normal,medium,round,thick,slight,very_full,medium,medium,curly,medium,rounded,extensive,tans_gradually,medium,free,0.8207909097900471,SYNTH_009680
female,green,brown,very_light,medium,short,square,prominent,high,large,medium,wide,medium,medium,wide,large,hooded,medium,high,very_full,medium,deep,wavy,fine,straight,some,burns_easily,medium,free,0.8500258598927404,SYNTH_009681
male,brown,brown,very_light,medium,medium,oval,medium,high,large,medium,medium,medium,medium,normal,medium,almond,medium,slight,thin,medium,shallow,wavy,fine,widow_peak,some,burns_easily,large,free,0.8720045967426715,SYNTH_009682
male,green,black,very_light,medium,short,square,prominent,high,medium,wide,medium,medium,wide,close,medium,almond,thick,flat,thin,medium,deep,straight,fine,rounded,some,tans_gradually,large,attached,0.8485315142285438,SYNTH_009683
male,blue,brown,very_light,narrow,long,square,medium,low,large,medium,wide,medium,wide,wide,large,round,thick,flat,full,narrow,medium,wavy,medium,rounded,extensive,tans_gradually,large,free,0.8723729062752853,SYNTH_009684
female,blue,brown,very_light,wide,long,square,medium,low,large,wide,wide,high,medium,normal,large,almond,thick,high,full,medium,medium,curly,thick,rounded,extensive,burns_easily,medium,free,0.8574633872365908,SYNTH_009685
female,green,brown,very_light,medium,medium,square,prominent,medium,large,wide,medium,medium,wide,wide,medium,hooded,medium,flat,very_full,narrow,deep,curly,medium,straight,none,tans_gradually,large,free,0.8305591829319182,SYNTH_009686
male,blue,black,very_light,medium,medium,square,medium,medium,medium,medium,wide,high,wide,wide,medium,round,medium,high,very_full,wide,medium,wavy,thick,rounded,extensive,tans_gradually,large,free,0.8633249154942734,SYNTH_009687
female,blue,brown,light,medium,long,square,medium,high,medium,medium,medium,medium,medium,close,large,almond,medium,slight,very_full,medium,deep,straight,medium,rounded,some,tans_gradually,large,attached,0.8223694974650232,SYNTH_009688
