sex,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
male,green,blonde,very_light,wide,short,oval,medium,high,large,medium,wide,high,medium,wide,small,round,medium,slight,full,wide,shallow,straight,thick,rounded,none,tans_gradually,large,free,0.8171107492012214,SYNTH_007570
male,green,brown,very_light,wide,short,square,medium,medium,small,medium,wide,high,narrow,normal,medium,almond,medium,high,full,wide,medium,wavy,thick,rounded,none,never_burns,large,attached,0.8375507807037451,SYNTH_007571
male,green,black,very_light,wide,medium,oval,medium,high,small,wide,wide,medium,wide,normal,small,hooded,thick,high,thin,medium,deep,wavy,medium,rounded,extensive,tans_gradually,medium,free,0.8643255856678759,SYNTH_007572
male,blue,brown,light,medium,medium,narrow,medium,medium,medium,narrow,narrow,high,medium,normal,medium,almond,medium,slight,full,wide,medium,wavy,medium,rounded,extensive,never_burns,medium,attached,0.8214658993717296,SYNTH_007573
male,blue,brown,very_light,medium,short,square,receding,medium,small,wide,medium,medium,medium,wide,medium,almond,thick,high,very_full,wide,medium,straight,fine,widow_peak,none,burns_easily,small,free,0.8455855270905193,SYNTH_007574
female,brown,brown,very_light,wide,medium,oval,receding,medium,small,medium,narrow,medium,wide,normal,medium,round,medium,high,full,medium,medium,curly,medium,rounded,extensive,tans_gradually,small,attached,0.8383274325958908,SYNTH_007575
female,blue,brown,light,wide,short,square,prominent,low,small,wide,medium,high,medium,normal,medium,hooded,thick,slight,full,wide,medium,straight,thick,straight,some,never_burns,medium,free,0.8301049758956822,SYNTH_007576
female,green,brown,very_light,wide,medium,square,prominent,medium,large,narrow,medium,medium,wide,normal,medium,hooded,thick,high,thin,wide,shallow,wavy,fine,widow_peak,some,tans_gradually,large,attached,0.8673498057881147,SYNTH_007577
male,blue,brown,very_light,wide,long,square,medium,medium,medium,medium,medium,medium,medium,normal,medium,almond,thick,flat,thin,medium,medium,curly,medium,rounded,extensive,tans_gradually,large,attached,0.8490512295270092,SYNTH_007578
female,blue,black,very_light,medium,medium,square,medium,high,small,wide,wide,flat,medium,wide,small,hooded,thick,slight,very_full,medium,medium,straight,medium,widow_peak,some,never_burns,medium,free,0.8139726120189575,SYNTH_007579
female,blue,brown,very_light,medium,long,square,medium,high,large,medium,wide,medium,medium,wide,medium,round,thick,slight,thin,wide,deep,wavy,medium,widow_peak,some,never_burns,small,free,0.8485193614060865,SYNTH_007580
male,green,brown,very_light,wide,long,oval,prominent,high,large,wide,medium,medium,wide,normal,medium,round,medium,slight,full,wide,shallow,wavy,medium,rounded,extensive,tans_gradually,large,free,0.8364477333477705,SYNTH_007581
male,green,brown,very_light,medium,long,square,prominent,medium,medium,medium,narrow,medium,medium,close,large,round,thick,high,full,medium,shallow,wavy,medium,straight,none,tans_gradually,small,free,0.9181374667076627,SYNTH_007582
female,blue,red,very_light,medium,medium,square,medium,medium,medium,wide,medium,high,wide,wide,large,hooded,thick,slight,very_full,wide,deep,wavy,medium,straight,extensive,tans_gradually,medium,attached,0.8488298791885629,SYNTH_007583
female,blue,brown,very_light,wide,short,oval,medium,low,medium,medium,wide,flat,wide,normal,small,round,thick,flat,full,wide,deep,curly,thick,widow_peak,some,tans_gradually,large,attached,0.8372494057567398,SYNTH_007584
male,blue,brown,very_light,medium,medium,oval,prominent,medium,medium,wide,medium,high,wide,wide,small,almond,thick,slight,very_full,wide,medium,curly,thick,rounded,some,burns_easily,medium,free,0.8282162843114403,SYNTH_007585
male,blue,black,very_light,wide,medium,oval,receding,medium,medium,narrow,medium,medium,wide,normal,large,round,thick,slight,very_full,medium,medium,curly,medium,widow_peak,extensive,tans_gradually,large,attached,0.8361007495729548,SYNTH_007586
male,blue,brown,very_light,narrow,short,square,medium,medium,medium,narrow,narrow,medium,wide,normal,medium,hooded,thick,flat,full,medium,deep,curly,thick,rounded,extensive,tans_gradually,large,attached,0.8140814155235454,SYNTH_007587
male,blue,auburn,dark,wide,long,square,prominent,low,medium,wide,narrow,medium,narrow,wide,large,almond,thick,slight,very_full,wide,medium,wavy,thick,rounded,extensive,tans_gradually,medium,free,0.8415787035594751,SYNTH_007588
male,blue,brown,light,medium,long,square,prominent,high,medium,medium,wide,medium,wide,wide,large,round,medium,slight,very_full,wide,shallow,wavy,medium,rounded,some,tans_gradually,small,attached,0.8614426652821823,SYNTH_007589
female,blue,brown,very_light,medium,short,oval,prominent,medium,medium,narrow,medium,medium,medium,wide,large,round,medium,high,full,wide,shallow,curly,medium,rounded,none,tans_gradually,medium,attached,0.8687521211002044,SYNTH_007590
female,green,brown,very_light,wide,short,square,prominent,high,medium,medium,wide,flat,wide,wide,small,hooded,thick,slight,full,medium,medium,straight,thick,rounded,none,never_burns,large,attached,0.8572458028023171,SYNTH_007591
female,brown,black,very_light,medium,medium,oval,receding,medium,medium,wide,medium,flat,narrow,wide,large,round,thick,flat,very_full,wide,shallow,wavy,thick,rounded,some,tans_gradually,large,free,0.805219460408663,SYNTH_007592
male,blue,brown,very_light,wide,medium,square,medium,low,medium,narrow,wide,flat,medium,wide,medium,round,medium,flat,thin,wide,medium,wavy,thick,rounded,some,tans_gradually,small,attached,0.8386202701252622,SYNTH_007593
male,green,auburn,very_light,medium,long,square,receding,high,small,wide,medium,flat,narrow,wide,large,round,thick,high,thin,wide,medium,wavy,thick,widow_peak,some,tans_gradually,small,attached,0.8323982849805605,SYNTH_007594
female,blue,black,light,wide,medium,oval,medium,high,medium,narrow,medium,flat,wide,normal,medium,hooded,medium,high,full,medium,medium,wavy,fine,rounded,some,tans_gradually,medium,attached,0.8537978661299258,SYNTH_007595
female,blue,black,light,wide,medium,square,prominent,medium,large,medium,medium,medium,medium,wide,small,almond,thick,flat,full,medium,deep,curly,thick,widow_peak,some,tans_gradually,large,attached,0.8689805380671892,SYNTH_007596
female,green,brown,very_light,medium,medium,oval,prominent,high,large,medium,medium,medium,wide,normal,medium,almond,thick,flat,thin,wide,medium,straight,medium,rounded,extensive,never_burns,medium,attached,0.8703975571657071,SYNTH_007597
female,blue,brown,very_light,wide,medium,square,medium,medium,medium,wide,medium,medium,medium,wide,small,round,thick,high,full,medium,medium,wavy,medium,rounded,some,tans_gradually,medium,free,0.8765211574653212,SYNTH_007598
female,blue,brown,very_light,medium,long,square,prominent,medium,small,wide,medium,medium,medium,wide,medium,almond,thick,slight,full,medium,deep,curly,thick,rounded,some,burns_easily,medium,attached,0.8485789591484156,SYNTH_007599
female,blue,brown,light,wide,medium,square,medium,medium,large,narrow,wide,high,medium,normal,medium,hooded,thick,flat,thin,medium,medium,curly,fine,widow_peak,some,tans_gradually,medium,attached,0.8634809190152467,SYNTH_007600
female,blue,brown,light,wide,medium,square,medium,medium,large,medium,medium,medium,medium,wide,large,almond,medium,high,full,medium,deep,straight,thick,rounded,some,burns_easily,large,attached,0.8502136078310122,SYNTH_007601
male,green,brown,very_light,medium,long,square,prominent,low,large,narrow,wide,medium,narrow,normal,large,almond,thick,high,very_full,wide,medium,straight,fine,rounded,some,burns_easily,large,attached,0.8403514983448425,SYNTH_007602
female,blue,brown,very_light,wide,medium,square,medium,medium,medium,medium,medium,medium,narrow,normal,small,round,medium,high,full,wide,deep,straight,fine,rounded,extensive,tans_gradually,large,free,0.9052581763662745,SYNTH_007603
male,blue,red,light,medium,medium,square,receding,medium,large,medium,medium,medium,narrow,wide,large,round,thick,slight,full,wide,medium,wavy,thick,rounded,none,never_burns,large,attached,0.856904094029695,SYNTH_007604
female,blue,brown,very_light,medium,long,oval,medium,high,small,wide,narrow,medium,narrow,wide,small,round,thick,slight,thin,wide,deep,wavy,fine,widow_peak,some,tans_gradually,medium,free,0.8873241923038547,SYNTH_007605
male,green,brown,light,wide,long,square,receding,medium,medium,narrow,medium,high,medium,wide,large,almond,thick,slight,very_full,wide,medium,wavy,medium,rounded,extensive,tans_gradually,medium,attached,0.8822164215668469,SYNTH_007606
male,blue,brown,light,wide,medium,oval,prominent,medium,small,medium,narrow,high,medium,normal,large,almond,thick,flat,full,wide,medium,straight,medium,widow_peak,some,never_burns,medium,free,0.8249044332552283,SYNTH_007607
female,green,brown,very_light,wide,long,square,receding,medium,large,narrow,narrow,high,medium,wide,small,almond,medium,slight,full,wide,shallow,straight,medium,rounded,none,never_burns,medium,attached,0.8638543421052974,SYNTH_007608
male,blue,blonde,light,narrow,short,square,medium,medium,large,medium,medium,high,medium,wide,medium,round,medium,slight,very_full,wide,deep,wavy,medium,straight,none,tans_gradually,large,free,0.8503513181560759,SYNTH_007609
male,blue,brown,very_light,medium,medium,square,receding,medium,medium,medium,medium,medium,narrow,wide,small,round,thick,flat,full,wide,medium,wavy,thick,rounded,some,never_burns,large,attached,0.8775468481557475,SYNTH_007610
male,blue,black,very_light,wide,medium,square,medium,medium,medium,medium,medium,high,narrow,normal,large,hooded,thick,slight,full,wide,shallow,wavy,medium,widow_peak,extensive,never_burns,large,attached,0.850799087924689,SYNTH_007611
male,blue,black,very_light,wide,medium,square,receding,high,small,medium,wide,high,narrow,normal,large,hooded,thick,flat,thin,wide,shallow,wavy,thick,rounded,some,burns_easily,medium,attached,0.8531474421465794,SYNTH_007612
male,blue,brown,very_light,wide,long,square,receding,medium,medium,medium,medium,high,narrow,normal,medium,hooded,thick,flat,full,wide,shallow,wavy,fine,rounded,some,burns_easily,large,free,0.8762144774162524,SYNTH_007613
female,green,brown,very_light,wide,long,square,receding,medium,medium,medium,narrow,medium,narrow,normal,small,almond,medium,high,thin,wide,deep,straight,medium,rounded,some,burns_easily,large,attached,0.8632851946114611,SYNTH_007614
male,blue,brown,very_light,medium,medium,oval,medium,high,medium,wide,wide,medium,narrow,wide,small,almond,thick,slight,full,medium,medium,curly,medium,straight,some,burns_easily,medium,free,0.8465241539073662,SYNTH_007615
male,blue,brown,light,medium,medium,square,medium,high,medium,medium,medium,high,medium,normal,small,round,thick,flat,full,medium,shallow,curly,medium,rounded,none,never_burns,medium,attached,0.8267123443137249,SYNTH_007616
male,green,brown,very_light,medium,short,square,prominent,medium,medium,wide,wide,medium,medium,wide,medium,round,thick,slight,full,medium,shallow,curly,fine,widow_peak,none,tans_gradually,medium,free,0.8542127517907131,SYNTH_007617
male,blue,brown,dark,medium,medium,oval,medium,high,small,wide,narrow,high,medium,wide,medium,round,thick,flat,very_full,wide,shallow,wavy,fine,rounded,some,tans_gradually,large,attached,0.8723086088487296,SYNTH_007618
male,blue,blonde,very_light,narrow,medium,oval,medium,medium,medium,medium,wide,high,medium,wide,small,round,thick,flat,thin,wide,shallow,wavy,fine,rounded,some,never_burns,large,attached,0.8309608280704053,SYNTH_007619
male,green,blonde,very_light,wide,short,oval,receding,high,medium,medium,medium,flat,medium,wide,small,almond,thick,high,very_full,medium,medium,wavy,medium,rounded,some,never_burns,large,attached,0.8382781064341523,SYNTH_007620
female,blue,brown,very_light,wide,medium,oval,medium,medium,medium,medium,medium,high,wide,wide,medium,almond,thick,flat,thin,medium,deep,wavy,medium,rounded,some,never_burns,medium,free,0.8587272807721471,SYNTH_007621
female,green,brown,dark,medium,long,narrow,prominent,high,small,wide,medium,high,medium,normal,large,almond,thick,flat,full,wide,deep,wavy,medium,straight,some,tans_gradually,medium,attached,0.8654167887250594,SYNTH_007622
female,brown,brown,very_light,narrow,short,oval,medium,medium,large,narrow,narrow,flat,medium,wide,large,round,thick,high,thin,wide,medium,wavy,thick,rounded,none,burns_easily,large,attached,0.8270081507848055,SYNTH_007623
female,blue,brown,light,medium,short,oval,prominent,medium,medium,medium,medium,high,wide,normal,medium,almond,thick,slight,full,wide,shallow,straight,medium,straight,none,tans_gradually,large,free,0.8319563846865707,SYNTH_007624
male,blue,black,dark,medium,medium,square,medium,medium,medium,medium,medium,medium,narrow,close,large,round,thick,high,full,wide,deep,straight,medium,rounded,none,never_burns,large,free,0.8695873514436316,SYNTH_007625
female,blue,brown,very_light,wide,medium,square,prominent,high,large,wide,narrow,medium,wide,normal,large,round,thick,flat,full,wide,shallow,straight,thick,straight,extensive,tans_gradually,medium,attached,0.8325655650073253,SYNTH_007626
male,blue,brown,light,medium,short,square,medium,medium,medium,medium,wide,flat,wide,wide,small,almond,medium,high,very_full,wide,medium,wavy,fine,rounded,some,tans_gradually,medium,free,0.8400903067241045,SYNTH_007627
male,blue,brown,very_light,medium,medium,square,medium,low,small,wide,narrow,flat,wide,wide,medium,round,thick,flat,full,wide,shallow,curly,thick,rounded,extensive,tans_gradually,medium,attached,0.8630927736683931,SYNTH_007628
male,blue,brown,very_light,wide,medium,oval,prominent,high,large,medium,wide,medium,medium,wide,medium,round,thick,slight,thin,wide,shallow,wavy,fine,rounded,some,never_burns,medium,free,0.8505305594606717,SYNTH_007629
female,blue,brown,very_light,wide,long,square,medium,medium,medium,medium,medium,medium,medium,wide,medium,round,thick,slight,very_full,wide,medium,wavy,medium,rounded,some,tans_gradually,small,attached,0.8501757230402615,SYNTH_007630
female,blue,brown,light,medium,medium,oval,medium,high,large,wide,medium,medium,medium,normal,large,round,thick,high,thin,wide,medium,straight,medium,widow_peak,extensive,tans_gradually,medium,attached,0.829044560900841,SYNTH_007631
male,green,brown,light,medium,long,oval,receding,medium,large,wide,wide,high,medium,wide,small,round,medium,slight,full,wide,medium,wavy,medium,rounded,extensive,never_burns,large,attached,0.8244925165361503,SYNTH_007632
male,blue,blonde,light,wide,medium,square,receding,medium,small,narrow,wide,flat,medium,wide,small,almond,thick,slight,very_full,wide,medium,wavy,fine,rounded,some,burns_easily,large,attached,0.8206608031025633,SYNTH_007633
female,blue,brown,very_light,medium,medium,square,medium,low,medium,wide,wide,flat,medium,normal,large,round,thick,slight,full,wide,deep,wavy,fine,rounded,some,never_burns,large,free,0.836663925663063,SYNTH_007634
female,blue,brown,very_light,medium,medium,square,receding,medium,medium,medium,wide,flat,wide,wide,large,almond,thick,slight,very_full,medium,deep,curly,fine,widow_peak,none,never_burns,medium,free,0.8078267077157747,SYNTH_007635
male,blue,brown,very_light,medium,short,square,medium,medium,large,medium,medium,flat,narrow,wide,large,hooded,thick,high,full,wide,deep,wavy,medium,rounded,extensive,tans_gradually,small,free,0.8442021404920456,SYNTH_007636
